	end	fragment lengths	included transcripts	inclusion normalized reads	normed reads	position	reads	sample
81	3p	25,26,27,28,29,30,31,32	10354.625	0.6640879349601239	6876.3815335364725	-19	2611.0	oligo_depletion
82	3p	25,26,27,28,29,30,31,32	10389.125	0.69466588740828	7216.970737520546	-18	2425.0	oligo_depletion
83	3p	25,26,27,28,29,30,31,32	10422.125	0.5739837374487213	5982.130259657755	-17	3631.0	oligo_depletion
84	3p	25,26,27,28,29,30,31,32	10479.875	0.4822266638855079	5053.675159187137	-16	2031.0	oligo_depletion
85	3p	25,26,27,28,29,30,31,32	10509.625	0.40165923352517147	4221.28792213698	-15	1509.0	oligo_depletion
86	3p	25,26,27,28,29,30,31,32	10538.375	0.6150856325324388	6482.003052739039	-14	3163.0	oligo_depletion
87	3p	25,26,27,28,29,30,31,32	10566.75	0.530925908395531	5610.161342538477	-13	2236.0	oligo_depletion
88	3p	25,26,27,28,29,30,31,32	10594.0	0.5338915758187534	5656.047354223873	-12	2155.0	oligo_depletion
89	3p	25,26,27,28,29,30,31,32	10594.0	0.7023327149432806	7440.512782109115	-11	2719.0	oligo_depletion
90	3p	25,26,27,28,29,30,31,32	10594.0	0.673892991761362	7139.222354719868	-10	2505.0	oligo_depletion
91	3p	25,26,27,28,29,30,31,32	10594.0	0.5552743941952457	5882.576932104433	-9	2062.0	oligo_depletion
92	3p	25,26,27,28,29,30,31,32	10594.0	0.5593613302849502	5925.873933038762	-8	2421.0	oligo_depletion
93	3p	25,26,27,28,29,30,31,32	10594.0	0.4859354675999509	5148.00034375388	-7	1828.0	oligo_depletion
94	3p	25,26,27,28,29,30,31,32	10594.0	0.3360150648272774	3559.7435967801766	-6	1126.0	oligo_depletion
95	3p	25,26,27,28,29,30,31,32	10594.0	0.4330301746455692	4587.52167019516	-5	1209.0	oligo_depletion
96	3p	25,26,27,28,29,30,31,32	10594.0	0.37761814030590984	4000.486578400809	-4	765.0	oligo_depletion
97	3p	25,26,27,28,29,30,31,32	10594.0	0.20616436740141547	2184.1053082505955	-3	533.0	oligo_depletion
98	3p	25,26,27,28,29,30,31,32	10594.0	0.49710396021988495	5266.319354569461	-2	1085.0	oligo_depletion
99	3p	25,26,27,28,29,30,31,32	10594.0	1.9045872191222168	20177.196999380765	-1	10080.0	oligo_depletion
100	3p	25,26,27,28,29,30,31,32	10594.0	10.297385189683046	109090.49869950219	0	64207.0	oligo_depletion
101	3p	25,26,27,28,29,30,31,32	10594.0	5.757296037907341	60992.79422559037	1	37053.0	oligo_depletion
102	3p	25,26,27,28,29,30,31,32	10594.0	1.9972002355904106	21158.33929584481	2	11212.0	oligo_depletion
103	3p	25,26,27,28,29,30,31,32	10594.0	3.864267866848504	40938.05378139305	3	24633.0	oligo_depletion
104	3p	25,26,27,28,29,30,31,32	10594.0	2.0233620977704794	21435.49806378046	4	11727.0	oligo_depletion
105	3p	25,26,27,28,29,30,31,32	10594.0	1.1933885709358423	12642.758520494313	5	6400.0	oligo_depletion
106	3p	25,26,27,28,29,30,31,32	10594.0	1.9724583701827905	20896.223973716482	6	13726.0	oligo_depletion
107	3p	25,26,27,28,29,30,31,32	10594.0	1.0479889912861253	11102.395373685213	7	6489.0	oligo_depletion
108	3p	25,26,27,28,29,30,31,32	10594.0	0.6931063422711928	7342.768590021016	8	3740.0	oligo_depletion
109	3p	25,26,27,28,29,30,31,32	10594.0	1.7713647115108277	18765.83775374571	9	11348.0	oligo_depletion
110	3p	25,26,27,28,29,30,31,32	10594.0	1.1182082538444993	11846.298241228626	10	6285.0	oligo_depletion
111	3p	25,26,27,28,29,30,31,32	10594.0	0.6665192896975946	7061.1053550563165	11	3394.0	oligo_depletion
112	3p	25,26,27,28,29,30,31,32	10594.0	1.846822055318018	19565.23285403908	12	13275.0	oligo_depletion
113	3p	25,26,27,28,29,30,31,32	10594.0	1.489946916500419	15784.49763340544	13	9394.0	oligo_depletion
114	3p	25,26,27,28,29,30,31,32	10594.0	0.6770127762299952	7172.27335138057	14	4011.0	oligo_depletion
115	3p	25,26,27,28,29,30,31,32	10594.0	1.729809996988692	18325.607108098204	15	11142.0	oligo_depletion
116	3p	25,26,27,28,29,30,31,32	10594.0	0.9879058936572409	10465.87503740481	16	5580.0	oligo_depletion
117	3p	25,26,27,28,29,30,31,32	10594.0	0.7129472310630738	7552.962965882204	17	3314.0	oligo_depletion
118	3p	25,26,27,28,29,30,31,32	10594.0	1.871776781205879	19829.603220095083	18	9631.0	oligo_depletion
119	3p	25,26,27,28,29,30,31,32	10594.0	1.0371791557840253	10987.875976375964	19	5090.0	oligo_depletion
120	3p	25,26,27,28,29,30,31,32	10594.0	0.6611284567867513	7003.994871198843	20	2950.0	oligo_depletion
121	3p	25,26,27,28,29,30,31,32	10594.0	1.867353961773828	19782.747871031934	21	9818.0	oligo_depletion
122	3p	25,26,27,28,29,30,31,32	10594.0	0.9302246073978591	9854.799490772919	22	5383.0	oligo_depletion
123	3p	25,26,27,28,29,30,31,32	10594.0	0.7815366745697417	8279.599530391844	23	3156.0	oligo_depletion
124	3p	25,26,27,28,29,30,31,32	10594.0	1.5842201525679247	16783.228296304595	24	9800.0	oligo_depletion
125	3p	25,26,27,28,29,30,31,32	10594.0	0.9686937624906861	10262.341719826329	25	5267.0	oligo_depletion
126	3p	25,26,27,28,29,30,31,32	10594.0	0.8052408210067247	8530.721257745241	26	3347.0	oligo_depletion
127	3p	25,26,27,28,29,30,31,32	10594.0	1.5242923773562065	16148.353445711651	27	9873.0	oligo_depletion
128	3p	25,26,27,28,29,30,31,32	10594.0	0.9679043539278824	10253.978725511986	28	5393.0	oligo_depletion
129	3p	25,26,27,28,29,30,31,32	10594.0	0.7287563031341416	7720.444275403097	29	3432.0	oligo_depletion
130	3p	25,26,27,28,29,30,31,32	10594.0	1.5716521952338522	16650.08335630743	30	8228.0	oligo_depletion
131	3p	25,26,27,28,29,30,31,32	10594.0	0.9733012521648372	10311.153465434285	31	4653.0	oligo_depletion
132	3p	25,26,27,28,29,30,31,32	10594.0	0.614880241879042	6514.041282466571	32	3181.0	oligo_depletion
133	3p	25,26,27,28,29,30,31,32	10594.0	1.7169809495073343	18189.6961790807	33	8088.0	oligo_depletion
134	3p	25,26,27,28,29,30,31,32	10594.0	0.8790014817545261	9312.14169770745	34	4551.0	oligo_depletion
135	3p	25,26,27,28,29,30,31,32	10594.0	0.7183825632114996	7610.544874662627	35	3461.0	oligo_depletion
136	3p	25,26,27,28,29,30,31,32	10594.0	1.7151059395879473	18169.832323994713	36	8894.0	oligo_depletion
137	3p	25,26,27,28,29,30,31,32	10594.0	0.9713446304251386	10290.425014723918	37	5341.0	oligo_depletion
138	3p	25,26,27,28,29,30,31,32	10594.0	0.784747440691102	8313.614386681535	38	3985.0	oligo_depletion
139	3p	25,26,27,28,29,30,31,32	10594.0	1.6284428587729878	17251.723645841033	39	9515.0	oligo_depletion
140	3p	25,26,27,28,29,30,31,32	10594.0	0.9483216228076843	10046.519272024607	40	5505.0	oligo_depletion
141	3p	25,26,27,28,29,30,31,32	10594.0	0.7509927071527405	7956.016739576133	41	4014.0	oligo_depletion
142	3p	25,26,27,28,29,30,31,32	10594.0	1.619991172515882	17162.186481633253	42	8294.0	oligo_depletion
143	3p	25,26,27,28,29,30,31,32	10594.0	0.9780983578863109	10361.974003447578	43	4909.0	oligo_depletion
144	3p	25,26,27,28,29,30,31,32	10594.0	0.7317676792187293	7752.346793643218	44	3624.0	oligo_depletion
145	3p	25,26,27,28,29,30,31,32	10594.0	1.5858535463891332	16800.532470446477	45	9102.0	oligo_depletion
146	3p	25,26,27,28,29,30,31,32	10594.0	1.0083461858084362	10682.419492454574	46	5483.0	oligo_depletion
147	3p	25,26,27,28,29,30,31,32	10594.0	0.813841143057714	8621.833069553422	47	3878.0	oligo_depletion
148	3p	25,26,27,28,29,30,31,32	10594.0	1.576835102894409	16704.99108006337	48	9537.0	oligo_depletion
149	3p	25,26,27,28,29,30,31,32	10594.0	0.9389591459586452	9947.333192285887	49	5343.0	oligo_depletion
150	3p	25,26,27,28,29,30,31,32	10594.0	0.8475391353920013	8978.829600342862	50	4017.0	oligo_depletion
151	3p	25,26,27,28,29,30,31,32	10594.0	1.6107145692010596	17063.910146116024	51	8783.0	oligo_depletion
152	3p	25,26,27,28,29,30,31,32	10594.0	1.0532875102022248	11158.52788308237	52	4743.0	oligo_depletion
153	3p	25,26,27,28,29,30,31,32	10594.0	0.8506824576250356	9012.129956079627	53	3623.0	oligo_depletion
154	3p	25,26,27,28,29,30,31,32	10594.0	1.5732521265102832	16667.03302824994	54	8536.0	oligo_depletion
155	3p	25,26,27,28,29,30,31,32	10594.0	0.9468421872842566	10030.846132089415	55	5139.0	oligo_depletion
156	3p	25,26,27,28,29,30,31,32	10594.0	0.8354668852345057	8850.936182174353	56	4266.0	oligo_depletion
157	3p	25,26,27,28,29,30,31,32	10594.0	1.4548041121349085	15412.194763957219	57	8418.0	oligo_depletion
158	3p	25,26,27,28,29,30,31,32	10594.0	1.0267196624126516	10877.06810359963	58	4744.0	oligo_depletion
159	3p	25,26,27,28,29,30,31,32	10594.0	0.8127920463881463	8610.718939436021	59	4141.0	oligo_depletion
160	3p	25,26,27,28,29,30,31,32	10594.0	1.6876034961247408	17878.471437945504	60	8386.0	oligo_depletion
161	3p	25,26,27,28,29,30,31,32	10594.0	0.9315976740683166	9869.345759079746	61	4531.0	oligo_depletion
162	3p	25,26,27,28,29,30,31,32	10594.0	0.7593139363931604	8044.171842149141	62	3903.0	oligo_depletion
163	3p	25,26,27,28,29,30,31,32	10594.0	1.4837898160253085	15719.269310972117	63	7860.0	oligo_depletion
164	3p	25,26,27,28,29,30,31,32	10594.0	1.0109293728320006	10709.785775782215	64	4735.0	oligo_depletion
165	3p	25,26,27,28,29,30,31,32	10594.0	0.7814173386035315	8278.335285165813	65	4078.0	oligo_depletion
166	3p	25,26,27,28,29,30,31,32	10594.0	1.5503470093300238	16424.376216842273	66	8147.0	oligo_depletion
167	3p	25,26,27,28,29,30,31,32	10594.0	1.0052120737903025	10649.216709734465	67	4894.0	oligo_depletion
168	3p	25,26,27,28,29,30,31,32	10594.0	0.8438754455104976	8940.016469738212	68	4150.0	oligo_depletion
169	3p	25,26,27,28,29,30,31,32	10594.0	1.4271136618618612	15118.842133764558	69	8193.0	oligo_depletion
170	3p	25,26,27,28,29,30,31,32	10594.0	1.0427907331059867	11047.325026524823	70	5394.0	oligo_depletion
171	3p	25,26,27,28,29,30,31,32	10594.0	0.8553019291368853	9061.068637276163	71	4504.0	oligo_depletion
172	3p	25,26,27,28,29,30,31,32	10594.0	1.4429478174487167	15286.589178051705	72	8739.0	oligo_depletion
173	3p	25,26,27,28,29,30,31,32	10594.0	1.016213414818292	10765.764916584985	73	5332.0	oligo_depletion
174	3p	25,26,27,28,29,30,31,32	10594.0	0.9339990520045316	9894.785956936008	74	4298.0	oligo_depletion
175	3p	25,26,27,28,29,30,31,32	10594.0	1.5079700032162757	15975.434214073224	75	8290.0	oligo_depletion
176	3p	25,26,27,28,29,30,31,32	10594.0	1.0528837812470584	11154.250778531337	76	5150.0	oligo_depletion
177	3p	25,26,27,28,29,30,31,32	10594.0	0.8473012524949296	8976.309468931284	77	4688.0	oligo_depletion
178	3p	25,26,27,28,29,30,31,32	10594.0	1.4439936768334998	15297.669012374095	78	8929.0	oligo_depletion
179	3p	25,26,27,28,29,30,31,32	10594.0	0.8754816388105395	9274.852481558855	79	5030.0	oligo_depletion
180	3p	25,26,27,28,29,30,31,32	10594.0	0.8278823161169941	8770.585256943436	80	4281.0	oligo_depletion
181	3p	25,26,27,28,29,30,31,32	10594.0	1.4639225509173475	15508.79550441838	81	9206.0	oligo_depletion
182	3p	25,26,27,28,29,30,31,32	10594.0	0.9329287642025882	9883.44732796222	82	6386.0	oligo_depletion
183	3p	25,26,27,28,29,30,31,32	10594.0	0.8557827274163317	9066.162214248618	83	4819.0	oligo_depletion
184	3p	25,26,27,28,29,30,31,32	10594.0	1.4475138156571705	15334.961363072065	84	8751.0	oligo_depletion
185	3p	25,26,27,28,29,30,31,32	10594.0	1.0033453802236647	10629.440958089504	85	5718.0	oligo_depletion
186	3p	25,26,27,28,29,30,31,32	10594.0	0.8382209136388327	8880.112359089793	86	4432.0	oligo_depletion
187	3p	25,26,27,28,29,30,31,32	10594.0	1.4038153981097814	14872.020327575025	87	7676.0	oligo_depletion
188	3p	25,26,27,28,29,30,31,32	10594.0	0.9641337861205064	10214.033330160644	88	4596.0	oligo_depletion
189	3p	25,26,27,28,29,30,31,32	10594.0	0.8107922769799744	8589.533382325848	89	4150.0	oligo_depletion
190	3p	25,26,27,28,29,30,31,32	10594.0	1.6093663018119675	17049.626601395983	90	8172.0	oligo_depletion
191	3p	25,26,27,28,29,30,31,32	10594.0	0.9669611513304314	10243.98643719459	91	5340.0	oligo_depletion
192	3p	25,26,27,28,29,30,31,32	10594.0	0.8176610017013065	8662.300652023641	92	4429.0	oligo_depletion
193	3p	25,26,27,28,29,30,31,32	10594.0	1.4611361866037662	15479.276760880299	93	8573.0	oligo_depletion
194	3p	25,26,27,28,29,30,31,32	10594.0	0.9324944242770205	9878.845930790754	94	5486.0	oligo_depletion
195	3p	25,26,27,28,29,30,31,32	10594.0	0.8278757768713142	8770.515980174703	95	4376.0	oligo_depletion
196	3p	25,26,27,28,29,30,31,32	10594.0	1.5215950413282282	16119.77786783125	96	8011.0	oligo_depletion
197	3p	25,26,27,28,29,30,31,32	10594.0	0.9851529335696659	10436.710178237041	97	4752.0	oligo_depletion
198	3p	25,26,27,28,29,30,31,32	10594.0	0.8275191139396041	8766.737493076165	98	4401.0	oligo_depletion
199	3p	25,26,27,28,29,30,31,32	10594.0	1.647603619478533	17454.71274475558	99	8512.0	oligo_depletion
200	3p	25,26,27,28,29,30,31,32	10594.0	0.9433996921778381	9994.376338932017	100	5182.0	oligo_depletion
201	3p	25,26,27,28,29,30,31,32	10594.0	0.80902624542605	8570.824044043573	101	4323.0	oligo_depletion
202	3p	25,26,27,28,29,30,31,32	10594.0	1.4806775930804694	15686.298421094494	102	8454.0	oligo_depletion
203	3p	25,26,27,28,29,30,31,32	10594.0	1.0994159275743416	11647.212336722576	103	5083.0	oligo_depletion
204	3p	25,26,27,28,29,30,31,32	10594.0	0.8371408665537156	8868.670340270062	104	4318.0	oligo_depletion
205	3p	25,26,27,28,29,30,31,32	10594.0	1.5721323048065208	16655.16963712028	105	8931.0	oligo_depletion
206	3p	25,26,27,28,29,30,31,32	10594.0	0.9402908781890795	9961.441563535109	106	5379.0	oligo_depletion
207	3p	25,26,27,28,29,30,31,32	10594.0	0.7580608646329946	8030.896799921945	107	4303.0	oligo_depletion
208	3p	25,26,27,28,29,30,31,32	10594.0	1.4823169375963252	15703.66563689547	108	8780.0	oligo_depletion
209	3p	25,26,27,28,29,30,31,32	10594.0	1.015116350334875	10754.142615447665	109	5336.0	oligo_depletion
210	3p	25,26,27,28,29,30,31,32	10594.0	0.8533118534368295	9039.985775309771	110	4427.0	oligo_depletion
211	3p	25,26,27,28,29,30,31,32	10594.0	1.4944520313582343	15832.224820209134	111	8438.0	oligo_depletion
212	3p	25,26,27,28,29,30,31,32	10594.0	0.9163526942367178	9707.840442743789	112	5126.0	oligo_depletion
213	3p	25,26,27,28,29,30,31,32	10594.0	0.8512342522669644	9017.975668516221	113	4315.0	oligo_depletion
214	3p	25,26,27,28,29,30,31,32	10594.0	1.5357263292013013	16269.484731558587	114	8703.0	oligo_depletion
215	3p	25,26,27,28,29,30,31,32	10594.0	1.001270105410679	10607.455496720733	115	5096.0	oligo_depletion
216	3p	25,26,27,28,29,30,31,32	10594.0	0.8757122985831144	9277.296091189513	116	4560.0	oligo_depletion
217	3p	25,26,27,28,29,30,31,32	10594.0	1.557226847953312	16497.261227217386	117	9284.0	oligo_depletion
218	3p	25,26,27,28,29,30,31,32	10594.0	0.9320166820824878	9873.784729981875	118	5215.0	oligo_depletion
219	3p	25,26,27,28,29,30,31,32	10594.0	0.8219101286650657	8707.315903077706	119	4452.0	oligo_depletion
220	3p	25,26,27,28,29,30,31,32	10594.0	1.6181547068349904	17142.730964209888	120	8657.0	oligo_depletion
221	3p	25,26,27,28,29,30,31,32	10594.0	0.8924328704466167	9454.433829511458	121	5133.0	oligo_depletion
222	3p	25,26,27,28,29,30,31,32	10594.0	0.8083266336658881	8563.412357056419	122	4557.0	oligo_depletion
223	3p	25,26,27,28,29,30,31,32	10594.0	1.705427426208025	18067.298153247815	123	8613.0	oligo_depletion
224	3p	25,26,27,28,29,30,31,32	10594.0	1.0726699966929172	11363.865944964766	124	5888.0	oligo_depletion
225	3p	25,26,27,28,29,30,31,32	10594.0	0.7928449088803518	8399.398964678447	125	4707.0	oligo_depletion
226	3p	25,26,27,28,29,30,31,32	10594.0	1.4164048111021579	15005.39256881626	126	8143.0	oligo_depletion
227	3p	25,26,27,28,29,30,31,32	10594.0	0.9423591027622048	9983.352334662797	127	5125.0	oligo_depletion
228	3p	25,26,27,28,29,30,31,32	10594.0	0.9259698951596126	9809.725069320935	128	4454.0	oligo_depletion
229	3p	25,26,27,28,29,30,31,32	10594.0	1.4902411795050223	15787.615055676206	129	8536.0	oligo_depletion
230	3p	25,26,27,28,29,30,31,32	10594.0	0.8495422411601179	9000.050502850288	130	5060.0	oligo_depletion
231	3p	25,26,27,28,29,30,31,32	10594.0	0.772942490951679	8188.552749142087	131	4503.0	oligo_depletion
232	3p	25,26,27,28,29,30,31,32	10594.0	1.501347466364256	15905.27505866293	132	8256.0	oligo_depletion
233	3p	25,26,27,28,29,30,31,32	10594.0	0.9997966436412842	10591.845642735765	133	5864.0	oligo_depletion
234	3p	25,26,27,28,29,30,31,32	10594.0	0.8249316568091798	8739.325972236451	134	4574.0	oligo_depletion
235	3p	25,26,27,28,29,30,31,32	10594.0	1.5608805766392593	16535.968828916313	135	7635.0	oligo_depletion
236	3p	25,26,27,28,29,30,31,32	10594.0	1.001975669723559	10614.930245051382	136	4542.0	oligo_depletion
237	3p	25,26,27,28,29,30,31,32	10594.0	0.8473296500593539	8976.610312728795	137	3994.0	oligo_depletion
238	3p	25,26,27,28,29,30,31,32	10594.0	1.4658980762812774	15529.724220123853	138	8129.0	oligo_depletion
239	3p	25,26,27,28,29,30,31,32	10594.0	0.8772071133046818	9293.1321583498	139	4923.0	oligo_depletion
240	3p	25,26,27,28,29,30,31,32	10594.0	0.8032773040435259	8509.919759037113	140	4240.0	oligo_depletion
241	3p	25,26,27,28,29,30,31,32	10594.0	1.5035825073494258	15928.953082859816	141	9062.0	oligo_depletion
242	3p	25,26,27,28,29,30,31,32	10594.0	1.0046245845362802	10642.992848577353	142	5613.0	oligo_depletion
243	3p	25,26,27,28,29,30,31,32	10594.0	0.8985628357617668	9519.374682060157	143	4700.0	oligo_depletion
244	3p	25,26,27,28,29,30,31,32	10594.0	1.371930043348476	14534.226879233755	144	8453.0	oligo_depletion
245	3p	25,26,27,28,29,30,31,32	10594.0	0.936278116321161	9918.93036430638	145	5236.0	oligo_depletion
246	3p	25,26,27,28,29,30,31,32	10594.0	0.8505033536795427	9010.232528881075	146	4387.0	oligo_depletion
247	3p	25,26,27,28,29,30,31,32	10594.0	1.4525285374520636	15388.087325767161	147	8191.0	oligo_depletion
248	3p	25,26,27,28,29,30,31,32	10594.0	0.9726773499210577	10304.543845063685	148	5425.0	oligo_depletion
249	3p	25,26,27,28,29,30,31,32	10594.0	0.7780686672889662	8242.859461259308	149	4446.0	oligo_depletion
250	3p	25,26,27,28,29,30,31,32	10594.0	1.4675810128163276	15547.553249776174	150	8100.0	oligo_depletion
251	3p	25,26,27,28,29,30,31,32	10594.0	0.9077965193814592	9617.19632632718	151	4880.0	oligo_depletion
252	3p	25,26,27,28,29,30,31,32	10594.0	0.8115550780573277	8597.61449693933	152	4283.0	oligo_depletion
253	3p	25,26,27,28,29,30,31,32	10594.0	1.4981690945892516	15871.60338807853	153	8235.0	oligo_depletion
254	3p	25,26,27,28,29,30,31,32	10594.0	0.9236976065918885	9785.652444234467	154	5566.0	oligo_depletion
255	3p	25,26,27,28,29,30,31,32	10594.0	0.8160168604463676	8644.882619568818	155	4883.0	oligo_depletion
256	3p	25,26,27,28,29,30,31,32	10594.0	1.42676575509667	15115.15640949412	156	9315.0	oligo_depletion
257	3p	25,26,27,28,29,30,31,32	10594.0	0.9454889811996998	10016.51026682962	157	5336.0	oligo_depletion
258	3p	25,26,27,28,29,30,31,32	10594.0	0.8353182106524059	8849.361123651588	158	4755.0	oligo_depletion
259	3p	25,26,27,28,29,30,31,32	10594.0	1.5228030508351142	16132.575520547201	159	9028.0	oligo_depletion
260	3p	25,26,27,28,29,30,31,32	10594.0	1.076081921430092	11400.011875630395	160	5517.0	oligo_depletion
261	3p	25,26,27,28,29,30,31,32	10594.0	0.909918138565547	9639.672759963405	161	4428.0	oligo_depletion
262	3p	25,26,27,28,29,30,31,32	10594.0	1.4619502622786837	15487.901078580375	162	8684.0	oligo_depletion
263	3p	25,26,27,28,29,30,31,32	10594.0	0.9633718230315942	10205.961093196709	163	5158.0	oligo_depletion
264	3p	25,26,27,28,29,30,31,32	10594.0	0.83930953276199	8891.645190080522	164	4811.0	oligo_depletion
265	3p	25,26,27,28,29,30,31,32	10594.0	1.54533120008321	16371.238733681526	165	9373.0	oligo_depletion
266	3p	25,26,27,28,29,30,31,32	10594.0	0.9329889706872362	9884.08515546058	166	5523.0	oligo_depletion
267	3p	25,26,27,28,29,30,31,32	10594.0	0.8398326324790957	8897.18690848354	167	4581.0	oligo_depletion
268	3p	25,26,27,28,29,30,31,32	10594.0	1.4455751701829875	15314.42335291857	168	8248.0	oligo_depletion
269	3p	25,26,27,28,29,30,31,32	10594.0	1.0810088002403389	11452.20722974615	169	5249.0	oligo_depletion
270	3p	25,26,27,28,29,30,31,32	10594.0	0.7944834365608292	8416.757526925425	170	4472.0	oligo_depletion
271	3p	25,26,27,28,29,30,31,32	10594.0	1.4734741989769564	15609.985663961876	171	7952.0	oligo_depletion
272	3p	25,26,27,28,29,30,31,32	10594.0	0.9856838589050432	10442.334801240027	172	5113.0	oligo_depletion
273	3p	25,26,27,28,29,30,31,32	10594.0	1.0611281536553814	11241.59165982511	173	4412.0	oligo_depletion
274	3p	25,26,27,28,29,30,31,32	10594.0	1.536460128272429	16277.258598918113	174	7841.0	oligo_depletion
275	3p	25,26,27,28,29,30,31,32	10594.0	0.9826002340245497	10409.66687925608	175	5005.0	oligo_depletion
276	3p	25,26,27,28,29,30,31,32	10594.0	0.8655391746597526	9169.52201634542	176	4214.0	oligo_depletion
277	3p	25,26,27,28,29,30,31,32	10594.0	1.4982012205358137	15871.94373035641	177	7987.0	oligo_depletion
278	3p	25,26,27,28,29,30,31,32	10594.0	0.9752446025793305	10331.741319725428	178	5217.0	oligo_depletion
279	3p	25,26,27,28,29,30,31,32	10594.0	0.7603620151324396	8055.275188313066	179	4493.0	oligo_depletion
280	3p	25,26,27,28,29,30,31,32	10594.0	1.5074313993779174	15969.728245009655	180	7892.0	oligo_depletion
